vt_id,vt_app_type,vt_entry_term,satv_use,satm_use,satcomp_use,act_eng,act_math,act_read,act_sci,act_comp,nc1,nc2,nc3,ncav,EQ1_score-rator1,EQ1_score-rator2,EQ1_score-rator3,EQ1_score-rator4,EQ2_score-rator1,EQ2_score-rator2,EQ2_score-rator3,EQ2_score-rator4,EQ3_score-rator1,EQ3_score-rator2,EQ3_score-rator3,EQ3_score-rator4,EQ4_score-rator1,EQ4_score-rator2,EQ4_score-rator3,EQ4_score-rator4,hs_gpa,college_gpa,vt_major,vt_coll,vt_gpa_1yr,vt_grad_gpa,vt_adm_dec,vt_app_response,enr_after_first_yr,gender,age,ethnic/race,country_citz,residency,state
F125,T,Spring,543,435,978,28,20,27,26,25,2,7,8,7,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',1.99,1.88,Psychology,Liberal Arts,3.45,1.66,rejected,Enroll,False,Male,26,White,,In-State,TX
F126,T,Summer,616,416,1032,36,35,26,24,30,12,11,5,12,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.58,3.43,Engineering,Engineering,2.67,2.89,admitted,Enroll,True,Not Available,,Asian,Mexico,In-State,NY
F127,T,Fall,786,478,1264,27,34,19,22,29,7,2,3,2,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',1.51,1.64,Engineering,College of Science,1.89,2.72,waitlisted,,False,Male,27,Native American,China,International,MD
F128,F,Spring,715,577,1292,36,30,20,27,36,2,5,3,9,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.73,2.96,BIOL,College of Science,3.01,1.6,rejected,Enroll,True,Male,27,Asian,India,In-State,NY
F129,T,Spring,603,720,1323,34,36,21,23,26,6,6,2,12,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.62,1.85,BIOL,Liberal Arts,2.65,2.78,rejected,,True,Male,19,White,Canada,International,VA
F130,T,,553,800,1353,27,29,28,26,36,2,4,2,9,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',3.21,3.44,Engineering,College of Science,3.36,3.97,admitted,No Response,False,,25,Native American,India,In-State,TX
F131,F,Spring,800,679,1479,36,30,28,20,36,3,2,7,1,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.6,2.92,Computer Science,Education,2.74,3.09,rejected,No Response,True,Not Available,18,,Canada,In-State,CA
F132,F,Fall,756,532,1288,23,28,26,35,30,4,2,6,1,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.14,3.56,Psychology,Business,3.51,3.13,admitted,Enroll,True,Male,26,Hispanics of any race,Canada,In-State,TX
F133,T,Summer,768,644,1412,24,18,36,30,26,2,5,1,3,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.84,2.7,Psychology,Engineering,3.02,3.47,rejected,No Response,True,Male,23,Asian,USA,Out-of-State,TX
F134,T,Spring,703,711,1414,27,19,33,35,26,8,2,1,5,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.07,3.57,Math,Liberal Arts,2.74,2.61,admitted,Enroll,,Not Available,25,Hispanics of any race,Mexico,International,NY
F135,T,,408,421,829,26,27,24,19,32,7,12,2,3,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',3.14,2.7,Physics,Education,2.73,2.36,rejected,No Response,True,,,White,China,Out-of-State,CA
F136,T,Fall,434,580,1014,33,29,20,26,25,10,10,6,8,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',3.04,3.41,Computer Science,Liberal Arts,1.34,3.19,rejected,Enroll,True,Male,29,White,India,International,TX
F137,F,Summer,464,699,1163,29,33,18,21,32,9,10,4,4,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.23,1.59,Computer Science,College of Science,1.96,2.43,waitlisted,No Response,False,Not Available,24,Black or African American,Canada,Out-of-State,VA
F138,F,Summer,717,498,1215,26,23,33,28,28,6,12,11,9,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',3.15,2.31,Math,Engineering,1.23,1.76,rejected,No Response,True,Female,25,Native American,India,In-State,MD
F139,T,Spring,552,734,1286,27,36,25,25,30,3,9,6,12,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.09,2.78,Engineering,Education,1.65,3.08,waitlisted,No Response,False,Not Available,18,Hispanics of any race,China,International,NY
F140,F,Summer,451,766,1217,36,33,26,27,35,7,6,5,11,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.33,2.61,BIOL,College of Science,2.74,3.2,rejected,No Response,,Not Available,25,White,USA,In-State,NY
F141,T,Spring,623,494,1117,27,35,24,27,36,11,2,3,1,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.01,2.11,Physics,Education,1.26,3.15,rejected,,False,Female,,Black or African American,,,
F142,F,Spring,622,726,1348,26,30,21,24,32,5,7,2,4,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.77,3.83,BIOL,Liberal Arts,3.34,3.27,admitted,Enroll,False,Male,23,Native American,China,In-State,CA
F143,T,,772,586,1358,36,30,25,26,32,5,9,2,7,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.91,3.71,Physics,Engineering,3.45,3.88,admitted,No Response,True,Not Available,20,,USA,International,NY
F144,T,Fall,517,765,1282,24,28,26,29,23,6,4,2,4,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.55,1.65,Math,Business,1.58,2.2,rejected,No Response,False,Not Available,18,Asian,Mexico,In-State,NY
F145,F,,498,460,958,26,32,24,26,29,7,6,12,3,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.81,1.84,Engineering,Liberal Arts,2.72,3.04,rejected,Enroll,,Male,29,Native American,China,,MD
F146,F,,785,477,1262,21,23,29,29,27,3,8,2,7,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.37,3.91,Psychology,Business,3.88,3.99,admitted,No Response,False,Male,25,White,India,Out-of-State,
F147,T,,656,799,1455,18,23,34,28,25,8,7,10,11,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.33,2.53,Math,Education,3.23,2.51,admitted,No Response,False,Not Available,,Black or African American,India,Out-of-State,CA
F148,F,,422,586,1008,36,36,27,18,25,5,6,9,8,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.7,2.85,Computer Science,Business,2.23,2.64,admitted,No Response,True,Male,22,Asian,China,International,TX
F149,T,,459,512,971,35,34,18,27,26,8,8,4,2,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',3.47,2.42,Computer Science,College of Science,1.28,2.39,rejected,No Response,True,Female,25,Black or African American,India,International,TX
F150,F,Spring,629,414,1043,24,26,26,36,26,6,3,3,12,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.74,3.37,Math,College of Science,2.15,1.92,rejected,No Response,True,Female,25,Native American,Mexico,In-State,
F151,T,Spring,753,657,1410,24,25,27,26,30,9,8,9,5,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',1.84,2.68,Psychology,Education,2.24,3.44,rejected,No Response,,Male,17,Asian,India,In-State,CA
F152,F,Fall,642,800,1442,31,27,27,24,31,11,12,8,4,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.33,2.69,BIOL,College of Science,3.04,2.96,admitted,No Response,True,Male,29,Black or African American,India,Out-of-State,VA
F153,F,,785,488,1273,24,20,33,31,21,4,10,6,9,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.36,3.45,Psychology,Liberal Arts,2.69,2.98,rejected,Enroll,False,Female,18,Black or African American,Mexico,Out-of-State,
F154,T,Summer,520,414,934,28,22,29,30,20,12,11,2,7,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.24,3.02,Math,Liberal Arts,1.49,1.67,rejected,No Response,,Not Available,27,White,Canada,Out-of-State,NY
F155,F,,663,506,1169,28,22,30,32,21,1,12,5,4,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',1.84,2.39,Math,College of Science,2.07,3.0,waitlisted,Enroll,False,Not Available,28,White,,Out-of-State,TX
F156,T,,792,611,1403,22,24,27,35,25,9,8,3,10,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.75,2.01,Math,Business,2.64,2.85,rejected,No Response,True,Not Available,24,Native American,India,In-State,MD
F157,F,,642,437,1079,20,20,27,26,28,11,9,9,8,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.25,2.65,Math,Liberal Arts,1.96,1.67,waitlisted,Enroll,True,Female,24,White,Canada,,TX
F158,F,,592,498,1090,27,35,27,26,31,1,12,5,10,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',3.11,2.95,Engineering,College of Science,1.32,1.64,waitlisted,,False,Not Available,19,Asian,,In-State,NY
F159,F,,607,695,1302,35,31,21,26,33,6,1,10,2,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.22,1.52,Engineering,Education,1.61,3.08,rejected,No Response,False,Male,28,Black or African American,India,In-State,NY
F160,T,Spring,619,507,1126,36,34,23,22,24,1,5,2,11,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',3.79,3.8,BIOL,Business,3.32,2.83,admitted,Enroll,True,Male,26,White,Canada,In-State,TX
F161,T,Spring,563,594,1157,18,27,35,29,21,8,9,1,4,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',3.12,2.66,Math,Engineering,3.57,3.16,admitted,Enroll,,Not Available,29,Black or African American,,International,CA
F162,F,Spring,638,636,1274,35,33,18,18,36,10,12,6,11,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.02,2.82,BIOL,College of Science,3.38,2.26,rejected,No Response,False,Female,18,White,Canada,In-State,CA
F163,T,,554,604,1158,35,28,18,27,32,6,12,1,12,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.7,2.28,BIOL,Education,2.39,2.69,rejected,Enroll,False,Not Available,27,White,China,In-State,TX
F164,F,,443,716,1159,35,34,24,24,28,10,3,5,9,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.91,2.64,Engineering,Engineering,1.53,1.94,waitlisted,No Response,True,Not Available,18,Hispanics of any race,Mexico,Out-of-State,MD
F165,T,Fall,715,735,1450,26,30,22,23,35,2,2,5,11,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.58,3.14,Engineering,College of Science,2.33,2.73,rejected,No Response,False,Not Available,22,White,Mexico,Out-of-State,CA
F166,T,,434,769,1203,24,22,29,36,29,12,10,2,12,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.55,2.72,Psychology,College of Science,2.4,3.18,admitted,Enroll,False,Not Available,26,Hispanics of any race,Canada,International,
F167,T,Fall,414,487,901,34,32,19,25,31,11,1,2,3,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.27,1.57,Engineering,Business,3.41,3.45,rejected,No Response,True,Male,,Hispanics of any race,China,In-State,MD
F168,F,,664,606,1270,20,24,30,27,26,4,10,11,7,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.56,3.34,Math,Business,1.03,1.9,rejected,,True,Female,17,White,Canada,Out-of-State,CA
F169,F,Summer,583,626,1209,25,28,35,32,30,3,6,7,11,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.34,2.39,Psychology,Liberal Arts,3.07,2.93,rejected,No Response,True,Not Available,25,Black or African American,USA,Out-of-State,VA
F170,T,Fall,664,603,1267,35,32,24,26,26,7,5,10,3,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',3.23,3.28,Computer Science,Business,2.03,2.07,rejected,Enroll,False,Male,19,White,USA,In-State,CA
F171,F,,536,711,1247,28,31,21,23,34,3,2,11,2,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.48,1.69,BIOL,College of Science,1.3,3.42,waitlisted,Enroll,False,Not Available,23,White,China,,TX
F172,T,,417,466,883,36,35,22,27,28,8,1,5,10,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.22,1.81,Engineering,Business,2.11,2.05,rejected,No Response,True,Female,27,Black or African American,India,International,NY
F173,T,Fall,465,635,1100,28,31,24,24,27,11,5,12,4,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.2,3.51,Physics,Business,2.23,2.5,admitted,No Response,False,Male,17,Asian,India,Out-of-State,MD
F174,T,Summer,670,614,1284,27,28,24,25,36,3,6,11,4,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.7,2.41,Physics,Business,3.36,2.79,waitlisted,No Response,False,Female,24,Native American,Mexico,Out-of-State,CA
F175,F,Spring,641,433,1074,20,26,29,29,24,8,1,6,1,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',2.32,2.15,Math,College of Science,2.71,3.08,waitlisted,Enroll,False,Male,19,Asian,China,International,MD
F176,F,Spring,512,761,1273,27,31,22,23,25,1,4,1,6,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',1.82,1.9,BIOL,Liberal Arts,2.46,1.85,waitlisted,Enroll,False,Not Available,22,Asian,China,Out-of-State,MD
F177,T,,666,744,1410,23,22,31,28,23,8,4,5,12,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.67,3.52,Psychology,Business,3.04,3.81,admitted,,True,Not Available,29,,Canada,In-State,TX
F178,T,Summer,618,685,1303,29,35,28,28,29,1,6,4,1,4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',4.0:10000001',4.0:10009588',4.0:10968446',4.0:12651839',3.86,2.97,Computer Science,Engineering,3.43,2.65,admitted,Enroll,False,Male,25,Hispanics of any race,Canada,Out-of-State,TX
F179,T,Spring,550,517,1067,32,27,28,24,25,3,4,5,9,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',3.37,2.95,Physics,Business,3.49,2.98,rejected,Enroll,True,Not Available,25,Native American,Canada,Out-of-State,TX
F180,T,Spring,500,683,1183,27,27,21,24,34,11,10,8,12,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.98,2.42,Engineering,Business,2.71,1.61,rejected,No Response,True,Not Available,22,Black or African American,India,Out-of-State,VA
F181,F,,585,475,1060,18,24,26,33,23,3,5,9,2,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',2.02,3.03,Psychology,Education,2.08,3.17,admitted,No Response,True,Not Available,22,White,USA,In-State,VA
F182,T,Fall,459,523,982,27,27,27,28,33,2,10,5,4,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.86,1.8,Computer Science,Business,3.45,2.57,rejected,Enroll,True,Male,23,Hispanics of any race,Canada,Out-of-State,TX
F183,F,Spring,585,747,1332,32,35,25,23,25,8,12,6,8,2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.0:10000001',2.0:10009588',2.0:10968446',2.0:12651839',2.96,2.14,Engineering,Education,1.2,3.23,rejected,,False,Female,23,Native American,USA,In-State,TX
F184,F,,430,735,1165,25,24,32,32,23,2,10,8,12,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',1.56,2.93,Math,Education,1.84,3.24,waitlisted,Enroll,False,Not Available,28,Asian,China,In-State,TX
F185,F,Summer,712,717,1429,31,27,28,22,27,10,5,8,2,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',3.28,3.36,Engineering,Engineering,2.1,1.78,rejected,No Response,True,Female,28,,Canada,In-State,VA
F186,T,Spring,794,759,1553,26,22,31,33,20,2,4,6,11,1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',1.0:10000001',1.0:10009588',1.0:10968446',1.0:12651839',2.51,2.7,Math,Liberal Arts,3.32,2.46,rejected,Enroll,,Not Available,19,Black or African American,Canada,Out-of-State,NY
F187,T,,444,553,997,36,29,25,21,28,3,2,7,1,3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.0:10000001',3.0:10009588',3.0:10968446',3.0:12651839',3.22,2.91,Computer Science,Liberal Arts,2.86,2.08,rejected,No Response,True,Not Available,18,White,India,In-State,TX
